index,topics
PLAIN-2643,"['American Heart Association', 'cardiovascular disease', 'cardiovascular health', 'DHA', 'fat', 'fish', 'fish oil', 'heart disease', 'heart health', 'industry influence', 'lifespan', 'longevity', 'medical profession', ""men's health"", 'mortality', 'nutrition myths', 'oils', 'omega-3 fatty acids', 'seafood', 'stroke', 'supplements']"
PLAIN-2644,"['cancer', 'cancer survival', 'cardiovascular disease', 'cardiovascular health', 'cost savings', 'fruit', 'Harvard Physicians’ Study II', 'heart disease', 'heart health', 'Iowa Women’s Health Study', 'lifespan', 'longevity', 'mortality', 'multivitamins', 'stroke', 'supplements', 'vegetables', ""women's health""]"
PLAIN-2645,"['amputations', 'blindness', 'cancer', 'cardiovascular disease', 'cardiovascular health', 'chronic diseases', 'diabetes', 'Dr. Dean Ornish', 'exercise', 'eye disease', 'eye health', 'heart disease', 'heart health', 'kidney disease', 'kidney failure', 'kidney function', 'kidney health', 'Lifestyle medicine', 'medical education', 'medical profession', 'mortality', 'smoking', 'stroke', 'tobacco', 'Yale']"
PLAIN-2646,"['Africa', 'animal fat', 'animal products', 'beans', 'cancer', 'cardiovascular disease', 'cardiovascular health', 'corn', 'dietary guidelines', 'Dr. Denis Burkitt', 'fiber', 'heart disease', 'heart health', 'Japan', 'Lifestyle medicine', 'medical education', 'medical profession', 'mortality', 'Native Americans', 'plant-based diets', 'processed foods', 'salt', 'squash', 'standard American diet', 'stool size', 'sugar', 'vegans', 'vegetarians']"
PLAIN-2647,"['almond milk', 'cancer', 'dairy', 'eggs', 'estrogen', 'factory farming practices', 'farm animals', 'growth promoters', 'hormones', 'Japan', 'meat', ""men's health"", 'metastases', 'milk', 'mortality', 'organic foods', 'organic milk', 'prostate cancer', 'prostate health', 'steroids']"
PLAIN-2648,"['alternative medicine', 'bladder cancer', 'bladder disease', 'bladder health', 'calcium', 'cancer', 'complementary medicine', 'curcumin', 'DNA damage', 'flax seeds', 'gallbladder disease', 'gallbladder health', 'gallstones', 'gout', 'heavy metals', 'India', 'kidney disease', 'kidney function', 'kidney health', 'kidney stones', 'lead', 'liver disease', 'liver health', 'medications', 'mercury', 'oxalates', 'plutonium', 'pregnancy', 'safety limits', 'side effects', 'spices', 'supplements', 'turmeric']"
PLAIN-2649,"['alternative medicine', 'aspirin', 'asthma', 'butter', 'cardiovascular disease', 'cardiovascular health', 'complementary medicine', 'curcumin', 'curry powder', 'fat', 'heart disease', 'heart health', 'herbs', 'India', 'liver health', 'malaria', 'medications', 'pepper', 'piperine', 'quinine', 'spices', 'tea', 'turmeric']"
PLAIN-2650,"['aging', 'alternative medicine', 'animal fat', 'arthritis', 'autoimmune diseases', 'beans', 'cartilage health', 'chickpeas', 'China Study', 'citrus', 'complementary medicine', 'curcumin', 'dairy', 'exercise', 'fat', 'fruit', 'grains', 'grapes', 'green tea', 'Ibuprofen', 'immune function', 'inflammation', 'joint disease', 'joint health', 'junk food', 'lentils', 'meat', 'medications', 'obesity', 'osteoarthritis', 'oxidative stress', 'pain', 'phytonutrients', 'polyphenols', 'pomegranates', 'saturated fat', 'soy', 'spices', 'split peas', 'standard American diet', 'tea', 'turmeric', 'vegetables']"
PLAIN-2651,"['alternative medicine', 'arthritis', 'autoimmune diseases', 'bone health', 'bone marrow health', 'cartilage health', 'complementary medicine', 'curcumin', 'curry powder', 'eye health', 'ginger', 'Ibuprofen', 'immune function', 'inflammation', 'joint disease', 'joint health', 'lifespan', 'liver health', 'longevity', 'medications', 'pain', 'rheumatoid arthritis', 'side effects', 'spices', 'turmeric', 'World Health Organization']"
PLAIN-2652,"['antioxidants', 'cinnamon', 'cooking methods', 'cooking temperature', 'curry powder', 'dairy', 'DNA damage', 'ginger', 'herbs', 'inflammation', 'milk', 'osteoarthritis', 'plant protein', 'protein', 'pumpkin', 'recipes', 'rosemary', 'soy', 'soy milk', 'spices', 'turmeric']"
PLAIN-2653,"['alternative medicine', 'ankylosing spondylitis', 'antioxidants', 'autoimmune diseases', 'cancer', 'cancer survival', 'cardiovascular disease', 'cardiovascular health', 'Cayenne pepper', 'chicken', 'cholesterol', 'cinnamon', 'cloves', 'complementary medicine', 'cost savings', 'cumin', 'curcumin', 'DNA damage', 'ginger', 'heart disease', 'heart failure', 'heart health', 'herbs', 'inflammation', 'inflammatory bowel disease', 'medications', 'oregano', 'osteoarthritis', 'oxidative stress', 'pepper', 'poultry', 'psoriasis', 'rosemary', 'side effects', 'spices', 'Tumor necrosis factor', 'turmeric']"
PLAIN-2654,"['antibiotics', 'beef', 'chicken', 'children', 'Consumers Union', 'factory farming practices', 'farm animals', 'FDA', 'fecal contamination', 'food poisoning', 'foodborne illness', 'meat', 'medications', 'organic foods', 'penicillin', 'pork', 'poultry', 'Salmonella', 'superbugs', 'turkey', 'veggie burgers']"
PLAIN-2655,"['animal fat', 'animal products', 'bacon', 'beef', 'birth defects', 'blood sugar', 'chicken', 'cholesterol', 'deli meat', 'diabetes', 'eggs', 'fat', 'gestational diabetes', 'glycotoxins', 'ham', 'Harvard', ""Harvard Nurses' Health Study"", 'India', 'infants', 'inflammation', 'iron', 'LDL cholesterol', 'Lifestyle medicine', 'meat', 'mortality', 'nitrosamines', 'plant-based diets', 'pork', 'poultry', 'prediabetes', 'pregnancy', 'processed foods', 'processed meat', 'reproductive health', 'sugar', 'turkey', 'vegans', 'vegetarians', ""women's health""]"
PLAIN-2656,"['anthocyanins', 'berries', 'billberries', 'computer eye strain', 'currants', 'eye disease', 'eye health', 'fatigue', 'fruit', 'grapes', 'herbal remedies', 'industry influence', 'jam', 'raisins', 'supplements', 'vision']"
PLAIN-2657,"['aging', 'anthocyanins', 'blindness', 'blueberries', 'cabbage', 'corn', 'currants', 'eye disease', 'eye health', 'fruit', 'glaucoma', 'Japan', 'macular degeneration', 'phytonutrients', 'potatoes', 'purple potatoes', 'rice', 'vision']"
PLAIN-2658,"['aging', 'blindness', 'cardiovascular disease', 'cardiovascular health', 'chicken', 'cholesterol', 'eggs', 'eye disease', 'eye health', 'fat', 'glaucoma', 'goji berries', 'heart disease', 'heart health', 'LDL cholesterol', 'lettuce', 'lutein', 'macular degeneration', 'nuts', 'organic foods', 'oxidative stress', 'phytonutrients', 'poultry', 'seeds', 'spinach', 'vegetables', 'vision', 'zeaxanthin']"
PLAIN-2659,"['African-American', 'antioxidants', 'bananas', 'blindness', 'calcium', 'carrots', 'collard greens', 'cooking methods', 'eye disease', 'eye health', 'fat', 'fruit', 'fruit juice', 'glaucoma', 'greens', 'iron', 'juice', 'kale', 'nuts', 'oils', 'orange juice', 'oranges', 'peaches', 'phytonutrients', 'seeds', 'supplements', 'tahini', 'vegetables', 'vision', ""women's health"", 'zeaxanthin']"
PLAIN-2660,"['abdominal fat', 'animal products', 'beef', 'body fat', 'brain disease', 'brain health', 'children', 'cognition', 'DDT', 'detoxification', 'DHA', 'diabetes', 'dioxins', 'EPA', 'fat', 'FDA', 'fish', 'industrial toxins', 'infants', 'meat', 'mercury', 'obesity', 'omega-3 fatty acids', 'PBCs', 'persistent organic pollutants', 'prediabetes', 'pregnancy', 'red meat', 'reproductive health', 'seafood', 'tuna', 'vaccines', ""women's health""]"
PLAIN-2661,"['berries', 'blueberries', 'cancer', 'cancer survival', 'cardamom', 'detoxification', 'exercise', 'fruit', 'goji berries', 'immune function', 'industry influence', 'inflammation', 'oxidative stress', 'pepper']"
PLAIN-2662,"['anemia', 'b12', 'blood pressure', 'blood sugar', 'bone health', 'brain disease', 'brain health', 'cardiovascular disease', 'cardiovascular health', 'China', 'cholesterol', 'cognition', 'depression', 'eggs', 'heart disease', 'heart health', 'homocysteine', 'hypertension', 'kidney disease', 'kidney failure', 'kidney function', 'kidney health', 'LDL cholesterol', 'meat', 'mental health', 'neuropathy', 'omnivores', 'oxidative stress', 'plant-based diets', 'stroke', 'supplements', 'triglycerides', 'vegans', 'vegetables', 'vegetarians', 'vitamin B12']"
PLAIN-2663,"['beef', 'blood pressure', 'body fat', 'cardiovascular disease', 'cardiovascular health', 'chicken', 'cholesterol', 'dairy', 'eggs', 'exercise', 'fat', 'fish', 'heart disease', 'heart health', 'hypertension', 'LDL cholesterol', 'low-fat diets', 'meat', 'mortality', 'obesity', 'plant-based diets', 'pork', 'poultry', 'seafood', 'standard American diet', 'vegans', 'vegetarians', 'weight loss']"
PLAIN-2664,"['animal fat', 'antioxidants', 'berries', 'beverages', 'blueberries', 'cardiovascular disease', 'cardiovascular health', 'cholesterol', 'DNA damage', 'fast food', 'fat', 'fish', 'fruit', 'grapes', 'green tea', 'heart disease', 'heart health', 'herbal tea', 'hibiscus tea', 'inflammation', 'Mediterranean diet', 'mortality', 'oils', 'olive oil', 'oxidative stress', 'phenolics', 'phytonutrients', 'plant-based diets', 'processed foods', 'red wine', 'seafood', 'smoking', 'standard American diet', 'strawberries', 'sugar', 'tea', 'tomatoes', 'vegans', 'vegetarians', 'wine']"
PLAIN-2665,"['antioxidants', 'apples', 'bananas', 'beans', 'beef', 'berries', 'beverages', 'blueberries', 'carrots', 'chicken', 'cucumbers', 'dates', 'dietary guidelines', 'fish', 'fruit', 'green tea', 'ham', 'herbal tea', 'hibiscus tea', 'kidney beans', 'lettuce', 'meat', 'oregano', 'oxidative stress', 'peaches', 'peas', 'pork', 'poultry', 'seafood', 'sleep', 'smoking', 'spices', 'standard American diet', 'tea', 'tobacco', 'turkey', 'vegetables', 'watermelon']"
PLAIN-2666,"['antioxidants', 'chronic diseases', 'dietary guidelines', 'energy', 'fat', 'fruit', 'fruit juice', 'heart disease', 'heart health', 'immune function', 'juice', 'mortality', 'orange juice', 'oranges', 'oxidative stress', 'phytonutrients', 'standard American diet', 'sugar', 'vitamin C', 'vitamin E']"
PLAIN-2667,"['aging', 'amputations', 'Asia', 'blindness', 'chronic diseases', 'diabetes', 'eggs', 'Europe', 'eye disease', 'eye health', 'Freedom of Information Act', 'Harvard', 'industry influence', 'kidney disease', 'kidney failure', 'kidney function', 'kidney health', 'lifespan', 'longevity', 'mortality']"
PLAIN-2668,"['animal studies', 'antinutrients', 'beans', 'bone fractures', 'bone health', 'bone mineral density', 'calcium', 'chickpeas', 'Fosamax', 'grains', 'legumes', 'lentils', 'medications', 'nuts', 'osteoporosis', 'phytates', 'polyphenols', 'seeds', 'side effects', 'split peas', 'sprouts', ""women's health""]"
PLAIN-2669,"['animal fat', 'chicken', 'children', 'farm animals', 'fast food', 'fat', 'fecal bacteria', 'fecal contamination', 'meat', 'obesity', 'Physicians Committee for Responsible Medicine', 'pork', 'poultry', 'processed foods', 'processed meat', 'USDA']"
PLAIN-2670,"['animal studies', 'artificial colors', 'beer', 'beverages', 'California', 'cancer', 'caramel color', 'carcinogens', 'Coca-Cola', 'food additives', 'gravy', 'industry influence', 'Pepsi', 'safety limits', 'soda', 'soy sauce']"
PLAIN-2671,"['abdominal pain', 'Africa', 'appendicitis', 'beans', 'body fat', 'cancer', 'cancer survival', 'cardiovascular disease', 'cardiovascular health', 'colon cancer', 'colon disease', 'colon health', 'constipation', 'corn', 'diabetes', 'diverticulitis', 'diverticulosis', 'fat', 'fiber', 'gallbladder health', 'gallstones', 'heart disease', 'heart health', 'hemorrhoids', 'hernia', 'hiatal hernia', 'hypertension', 'lifespan', 'Lifestyle medicine', 'longevity', 'medical profession', 'mortality', 'obesity', 'plant-based diets', 'prediabetes', 'rectal cancer', 'standard American diet', 'stomach health', 'stomach ulcers', 'stool size', 'surgery', 'Uganda', 'varicose veins', 'vegans', 'vegetarians']"
PLAIN-2672,"['Africa', 'animal fat', 'animal products', 'candy', 'cardiovascular disease', 'cardiovascular health', 'cavities', 'cholesterol', 'corn', 'dental health', 'exercise', 'fat', 'fruit', 'greens', 'heart disease', 'heart health', 'junk food', 'LDL cholesterol', 'Lifestyle medicine', 'medical profession', 'medications', 'millet', 'mortality', 'mouthwash', 'oral health', 'plant protein', 'plant-based diets', 'plantains', 'Pritikin', 'protein', 'pumpkin', 'saturated fat', 'surgery', 'sweet potatoes', 'tomatoes', 'trans fats', 'vegans', 'vegetable protein', 'vegetables', 'vegetarians']"
PLAIN-2673,"['adolescence', 'algae', 'attention deficit', 'birth defects', 'brain health', 'children', 'cognition', 'DHA', 'EPA', 'epilepsy', 'FDA', 'fish', 'heavy metals', 'infants', 'mackerel', 'mental health', 'mercury', 'omega-3 fatty acids', 'persistent organic pollutants', 'pregnancy', 'salmon', 'seafood', 'supplements', 'sustainability', 'swordfish', 'tuna', 'vision', ""women's health""]"
PLAIN-2674,"['birth defects', 'brain health', 'children', 'cognition', 'fish', 'heavy metals', 'infants', 'mental health', 'mercury', 'microcephaly', 'persistent organic pollutants', 'pregnancy', 'safety limits', 'seafood', 'tuna', ""women's health""]"
PLAIN-2675,"['addiction', 'animal fat', 'animal products', 'body fat', 'brain waves', 'burgers', 'caloric restriction', 'calories', 'cheese', 'cocaine', 'dopamine', 'energy', 'fat', 'hamburgers', 'ice cream', 'industry influence', 'junk food', 'low-fat diets', 'medications', 'mental health', 'plant-based diets', 'sexual dysfunction', 'sexual health', 'smoking', 'soda', 'sugar', 'sweeteners', 'tobacco', 'vegans', 'vegetarians', 'water', 'weight loss', 'yogurt']"
PLAIN-2676,"['abdominal fat', 'addiction', 'alcohol', 'body fat', 'brain waves', 'Coca-Cola', 'cocaine', 'dopamine', 'fat', 'fruit', 'obesity', 'processed foods', 'soda', 'sugar', 'sweeteners']"
PLAIN-2677,"['aluminum', 'animal products', 'cheese', 'chicken', 'dairy', 'fast food', 'food additives', 'industry influence', 'junk food', 'meat', 'phosphate additives', 'phosphorus', 'poultry', 'preservatives', 'processed foods', 'processed meat', 'turkey', 'World Health Organization']"
PLAIN-2678,"['Campylobacter', 'cardiovascular disease', 'cardiovascular health', 'chicken', 'Europe', 'fecal bacteria', 'fecal contamination', 'food additives', 'food poisoning', 'foodborne illness', 'heart disease', 'heart health', 'industry influence', 'meat', 'medical education', 'medical profession', 'phosphate additives', 'phosphorus', 'poultry', 'preservatives', 'salt', 'turkey']"
PLAIN-2679,"['aging', 'animal products', 'antinutrients', 'beef', 'bone fractures', 'bone health', 'bone mineral density', 'cardiovascular disease', 'cardiovascular health', 'chicken', 'Coca-Cola', 'cola', 'food additives', 'glycotoxins', 'heart disease', 'heart failure', 'heart health', 'hormonal dysfunction', 'iron', 'junk food', 'kidney disease', 'kidney failure', 'kidney function', 'kidney health', 'lifespan', 'longevity', 'meat', 'mortality', 'osteoporosis', 'phosphate additives', 'phosphorus', 'phytates', 'phytic acid', 'plant-based diets', 'pork', 'poultry', 'preservatives', 'soda', 'turkey', 'vegans', 'vegetarians']"
PLAIN-2680,"['Ah receptor', 'animal products', 'apples', 'beans', 'beef', 'breast milk', 'breastfeeding', 'broccoli', 'cancer', 'chicken', 'cruciferous vegetables', 'dairy', 'dioxins', 'fish', 'fruit', 'immune function', 'industrial toxins', 'meat', 'onions', 'persistent organic pollutants', 'phytonutrients', 'plant-based diets', 'pork', 'poultry', 'red onions', 'red wine', 'seafood', 'smoking', 'tea', 'turkey', 'vegans', 'vegetables', 'vegetarians', 'wine']"
PLAIN-2681,"['Ah receptor', 'broccoli', 'Brussels sprouts', 'cabbage', 'cauliflower', 'cruciferous vegetables', 'energy', 'greens', 'immune function', 'inflammation', 'inflammatory bowel disease', 'kale', 'medications', 'phytonutrients', 'processed foods', 'standard American diet', 'ulcerative colitis', 'vegetables']"
PLAIN-2682,"['blood pressure', 'blood sugar', 'breast cancer', 'breast cancer survival', 'breast health', 'cancer', 'cancer survival', 'cardiovascular disease', 'cardiovascular health', 'cholesterol', 'chronic diseases', 'diabetes', 'Dr. Dean Ornish', 'exercise', 'heart disease', 'heart failure', 'heart health', 'LDL cholesterol', 'lifespan', 'Lifestyle medicine', 'longevity', 'medical education', 'medications', ""men's health"", 'mortality', 'obesity', 'plant-based diets', 'prostate cancer', 'prostate health', 'reversing chronic disease', 'smoking', 'stroke', 'surgery', 'vegans', 'vegetarians', ""women's health""]"
PLAIN-2683,"['beans', 'chickpeas', 'cooking methods', 'copper', 'cost savings', 'dietary guidelines', 'fiber', 'folate', 'iron', 'lentils', 'magnesium', 'phosphorus', 'plant protein', 'potassium', 'protein', 'sodium', 'split peas', 'standard American diet', 'vegetable protein', 'vegetables', 'vitamin B1']"
PLAIN-2684,"['abdominal fat', 'Angelina Jolie', 'beans', 'blood pressure', 'blood sugar', 'body fat', 'BRCA genes', 'breast cancer', 'breast cancer survival', 'breast disease', 'breast health', 'cancer', 'cancer survival', 'chickpeas', 'cholesterol', 'DNA damage', 'epigenetic changes', 'fat', 'hypertension', 'kidney function', 'LDL cholesterol', 'legumes', 'lentils', 'lifespan', 'longevity', 'metastases', 'mortality', 'phytonutrients', 'plant protein', 'protein', 'soy', 'soy milk', 'soybeans', 'split peas', 'tofu', 'triglycerides', 'vegetable protein', 'weight loss', ""women's health""]"
PLAIN-2685,"['aging', 'Australia', 'beans', 'chickpeas', 'chronic diseases', 'dietary guidelines', 'elderly', 'flatulence', 'Greece', 'Japan', 'kidney beans', 'legumes', 'lentils', 'lifespan', 'longevity', 'Mediterranean diet', 'mortality', 'nutrition myths', 'peas', 'reversing chronic disease', 'soy', 'soybeans', 'split peas', 'Sweden']"
PLAIN-2686,"['alternative medicine', 'bagels', 'children', 'complementary medicine', 'cooking methods', 'drug testing', 'infants', 'milk', 'morphine', 'poppy seeds', 'safety limits', 'seeds', 'sleep']"
PLAIN-2687,"['animal fat', 'animal products', 'b12', 'beef', 'calcium', 'calories', 'chicken', 'cholesterol', 'fat', 'fiber', 'fish', 'folate', 'greens', 'iron', 'LDL cholesterol', 'magnesium', 'meat', 'metabolism', 'plant-based diets', 'pork', 'potassium', 'poultry', 'protein', 'riboflavin', 'saturated fat', 'seafood', 'thiamine', 'turkey', 'vegans', 'vegetables', 'vegetarians', 'vitamin A', 'vitamin B1', 'vitamin B12', 'vitamin C', 'vitamin E', 'weight loss']"
PLAIN-2688,"['aging', 'beta glucan', ""brewer's yeast"", 'children', 'cognition', 'common cold', 'exercise', 'fatigue', 'fiber', 'immune function', 'mood', 'nutritional yeast', 'respiratory infections', 'stress', 'yeast']"
PLAIN-2689,"['antioxidants', 'beans', 'berries', 'beverages', 'cherries', 'chocolate', 'currants', 'DNA damage', 'exercise', 'flavonoids', 'fruit', 'fruit juice', 'greens', 'herbal tea', 'hormesis', 'inflammation', 'juice', 'lemon verbena', 'muscle health', 'muscle inflammation', 'oxidative stress', 'plant-based diets', 'supplements', 'tea', 'tomato juice', 'tomatoes', 'vegans', 'vegetables', 'vegetarians', 'vitamin C', 'vitamin E']"
PLAIN-2690,"['aneurysm', 'brain disease', 'brain health', 'brain parasites', 'brain surgery', 'brain tumors', 'cooking methods', 'dementia', 'depression', 'epilepsy', 'eye disease', 'eye health', 'eye parasites', 'food poisoning', 'foodborne illness', 'headaches', 'inflammation', 'meat', 'migraine headaches', 'muscle disease', 'muscle health', 'neurocysticercosis', 'parasites', 'polyphenols', 'pork', 'seizures', 'sprouts', 'surgery', 'tapeworms', 'worms']"
PLAIN-2691,"['American Egg Board', 'cancer', 'cancer survival', 'carcinogens', 'cardiovascular disease', 'cardiovascular health', 'carnitine', 'chicken', 'cholesterol', 'choline', 'Cleveland Clinic', 'dairy', 'eggs', 'Freedom of Information Act', 'Harvard', 'heart disease', 'heart health', 'heterocyclic amines', 'industry influence', 'inflammation', 'lecithin', 'meat', ""men's health"", 'metastases', 'milk', 'mortality', 'poultry', 'prostate cancer', 'prostate health', 'red meat', 'steak', 'stroke', 'supplements', 'TMAO', 'trimethylamine', 'turkey']"
PLAIN-2692,"['American Egg Board', 'animal fat', 'animal products', 'animal protein', 'Atkins diet', 'bad breath', 'bile acids', 'body odor', 'cardiovascular disease', 'cardiovascular health', 'chicken', 'cholesterol', 'choline', 'Cleveland Clinic', 'dairy', 'Dr. Dean Ornish', 'eggs', 'eye disease', 'eye health', 'fat', 'fish', 'folate', 'Freedom of Information Act', 'gut flora', 'halitosis', 'heart disease', 'heart health', 'industry influence', 'iron', 'lutein', 'macular degeneration', 'meat', 'milk', 'mortality', 'omega-3 fatty acids', 'oral health', 'plant-based diets', 'poultry', 'protein', 'red meat', 'saliva', 'saturated fat', 'seafood', 'stroke', 'surgery', 'trimethylamine', 'turkey', 'USDA', 'vaginal discharge', 'vaginal health', 'vegans', 'vegetarians']"
PLAIN-2693,"['animal fat', 'animal products', 'bacon', 'beef', 'butter', 'cake', 'candy', 'cardiovascular disease', 'cardiovascular health', 'cheese', 'chicken', 'cholesterol', 'Coca-Cola', 'Crisco', 'fat', 'fiber', 'fish', 'Harvard', 'heart disease', 'heart health', 'industry influence', 'LDL cholesterol', 'meat', 'Pepsi', 'plant protein', 'pork', 'poultry', 'protein', 'saturated fat', 'seafood', 'smoking', 'soda', 'sugar', 'tobacco', 'turkey', 'Twinkies', 'vegetable protein']"
PLAIN-2694,"['abdominal fat', 'apples', 'beverages', 'birth control pills', 'blood clots', 'blood pressure', 'body fat', 'breast cancer', 'breast health', 'caffeine', 'cancer', 'cardiac disease', 'cardiac health', 'cholesterol', 'citrus', 'cost savings', 'fat', 'flexitarians', 'fruit', 'grapefruit', 'grapefruit juice', ""Harvard Nurses' Health Study"", 'heart disease', 'heart health', 'hypertension', 'LDL cholesterol', 'Lipitor', 'lovastatin', 'medications', 'mortality', 'nutrition myths', 'obesity', 'pears', 'placebo effect', 'plant-based diets', 'side effects', 'statins', 'triglycerides', 'vegans', 'vegetables', 'vegetarians', 'water', 'weight loss', ""women's health""]"
PLAIN-2695,"['acid/base balance', 'aging', 'alkaline diet', 'animal products', 'animal protein', 'anthocyanins', 'beef', 'bone health', 'bone mineral density', 'cabbage', 'cardiovascular disease', 'cardiovascular health', 'chicken', 'cost savings', 'dairy', 'eggs', 'fish', 'fruit', 'gout', 'greens', 'heart disease', 'heart health', 'kidney disease', 'kidney function', 'kidney health', 'kidney stones', 'lifespan', 'longevity', 'meat', 'milk', 'mortality', 'muscle health', 'muscle strength', 'omnivores', 'pH', 'plant protein', 'plant-based diets', 'pork', 'potassium', 'protein', 'Quorn', 'seafood', 'standard American diet', 'stroke', 'tuna', 'uric acid', 'vegans', 'vegetable protein', 'vegetables', 'vegetarians']"
PLAIN-2696,"['acid/base balance', 'alkaline diet', 'animal products', 'animal protein', 'antacids', 'beans', 'beef', 'bone fractures', 'bone health', 'bone mineral density', 'burgers', 'calcium', 'chicken', 'eggs', 'fish', 'fruit', 'grains', 'hamburgers', 'kidney disease', 'kidney function', 'kidney health', 'meat', 'medications', 'osteoporosis', 'pork', 'poultry', 'protein', 'steak', 'stomach health', 'Tums', 'turkey', 'vegetables']"
PLAIN-2697,"['animal fat', 'beef', 'breast cancer', 'broccoli', 'cabbage', 'cancer', 'cancer survival', 'cauliflower', 'chemotherapy', 'chicken', 'collard greens', 'cruciferous vegetables', 'exercise', 'fat', 'fiber', 'fruit', 'kale', 'low-fat diets', 'meat', 'Mexico', 'mortality', 'plant-based diets', 'pork', 'poultry', 'side effects', 'sugar', 'tamoxifen', 'turkey', 'vegetables', ""women's health"", 'Women’s Healthy Eating and Living Study']"
PLAIN-2698,"['A/V ratio', 'aging', 'animal products', 'animal protein', 'bladder cancer', 'bladder disease', 'bladder health', 'broccoli', 'Brussels sprouts', 'cabbage', 'cancer', 'cancer survival', 'cauliflower', 'chicken', 'cruciferous vegetables', 'Dr. Dean Ornish', 'eggs', 'fruit', 'Harvard', 'kale', ""men's health"", 'metastases', 'mortality', 'plant protein', 'plant-based diets', 'poultry', 'prostate cancer', 'prostate health', 'protein', 'PSA', 'turkey', 'vegans', 'vegetable protein', 'vegetables', 'vegetarians']"
PLAIN-2699,"['acute myeloid leukemia', 'Africa', 'aging', 'angiogram', 'animal fat', 'animal products', 'Asia', 'autoimmune diseases', 'beef', 'bladder disease', 'bladder health', 'brain disease', 'brain health', 'cardiovascular health', 'chemotherapy', 'chicken', 'cholesterol', 'cognition', 'dairy', 'Dr. Caldwell Esselstyn', 'Dr. Dean Ornish', 'Dr. John McDougall', 'Dr. Roy Swank', 'eggs', 'Europe', 'eye disease', 'eye health', 'fat', 'fatigue', 'heart disease', 'heart health', 'inflammation', 'LDL cholesterol', 'leukemia', 'low-fat diets', 'meat', 'medications', 'milk', 'mortality', 'multiple sclerosis', 'nerve health', 'Norway', 'pain', 'plant-based diets', 'pork', 'poultry', 'Pritikin', 'saturated fat', 'sausage', 'side effects', 'surgery', 'tremors', 'turkey', 'vegans', 'vegetarians', 'vision', 'weakness']"
PLAIN-2700,"['abdominal fat', 'adolescence', 'aging', 'aneurysm', 'animal fat', 'aortic aneurysm', 'blood pressure', 'body fat', 'brain disease', 'brain health', 'cardiovascular disease', 'cardiovascular health', 'children', 'cholesterol', 'Dr. Caldwell Esselstyn', 'Dr. Dean Ornish', 'fat', 'flexitarians', 'gangrene', 'HDL cholesterol', 'heart disease', 'heart health', 'hypertension', 'infants', 'LDL cholesterol', 'lifespan', 'longevity', 'low-fat diets', ""men's health"", 'mortality', 'obesity', 'plant-based diets', 'saturated fat', 'smoking', 'stroke', 'tobacco', 'vegans', 'vegetarians', ""women's health""]"
PLAIN-2701,"['aging', 'animal products', 'animal protein', 'beans', 'caloric restriction', 'calories', 'cancer', 'cancer survival', 'DNA damage', 'flexitarians', 'legumes', 'lifespan', 'longevity', 'Mediterranean diet', 'methionine', 'mortality', 'oxidative stress', 'plant protein', 'plant-based diets', 'protein', 'protein powder', 'soy', 'soybeans', 'standard American diet', 'vegans', 'vegetables', 'vegetarians']"
PLAIN-2702,"['animal products', 'beans', 'beef', 'bladder cancer', 'bladder disease', 'bladder health', 'breast cancer', 'breast cancer survival', 'breast disease', 'breast health', 'cancer', 'cancer survival', 'chemotherapy', 'chicken', 'colon cancer', 'colon health', 'dairy', 'dogs', 'eggs', 'fish', 'fruit', 'fungicides', 'grains', 'insects', 'leukemia', 'lung cancer', 'lung disease', 'lung health', 'meat', 'medications', 'metastases', 'methionine', 'milk', 'nuts', 'ovarian cancer', 'ovary health', 'pesticides', 'plant-based diets', 'poultry', 'prostate cancer', 'prostate health', 'rectal cancer', 'red meat', 'skin cancer', 'skin health', 'smoking', 'tobacco', 'vegans', 'vegetables', 'vegetarians', ""women's health""]"
PLAIN-2703,"['Alzheimer’s disease', 'animal products', 'animal protein', 'arthritis', 'autoimmune diseases', 'avian leukosis/sarcoma virus', 'beef', 'blood cancer', 'brain disease', 'brain health', 'brain parasites', 'brain tumors', 'brains', 'cancer', 'cancer survival', 'cancer viruses', 'chicken', 'coma', 'epilepsy', 'farm animals', 'fish', 'immune function', 'inflammation', 'lettuce', 'leukemia', 'lymphoma', 'meat', 'mortality', 'mushrooms', 'organ meats', 'pain', 'parasites', 'plant-based diets', 'polyradiculoneuropathy', 'porcine endogenous retroviruses', 'pork brains', 'poultry', 'poultry viruses', 'poultry workers', 'protein', 'reticuloendotheliosis virus', 'rheumatoid arthritis', 'seafood', 'seafood workers', 'seizures', 'sheep', 'veal brains', 'vegans', 'vegetables', 'vegetarians', 'viral infections', 'zoonotic disease']"
PLAIN-2704,"['alcohol', 'American Academy of Pediatrics', 'beverages', 'cancer', 'cancer survival', 'cancer viruses', 'CDC', 'chicken', 'children', 'EPA', 'industry influence', 'liver cancer', 'liver disease', 'liver health', 'lung cancer', 'lung disease', 'lung health', 'mesothelioma', 'mold', 'mortality', 'pancreas health', 'pancreatic cancer', 'penis cancer', 'penis health', 'poultry', 'poultry viruses', 'poultry workers', 'salami', ""salami brusher's disease"", 'smoking', 'tobacco', 'turkey', 'viral infections', 'wart viruses', 'warts']"
